authors,article-title,doi,journal
Midori Matthew|Daryl Bainbridge|Jeff Myers|Oren Levine|Leah Steinberg|Nadia Incardona|Samantha Winemaker|Katherine Kortes-Miller|Kelli Stajduhar|Frances Kilbertus|José Pereira|Hsien Seow,Facilitated Versus Self-Directed Educational Modalities in Palliative Care Training: A Randomized Controlled Trial of the CAPACITI Intervention,https://doi.org/10.1089/pmr.2025.0010,Palliative Medicine Reports
Sarah McIsaac,Challenging dogma with intention: reflections on day-to-day anesthesia practices from a patient perspective,https://doi.org/10.1007/s12630-025-03007-0,Canadian Journal of Anesthesia/Journal canadien d anesthésie
Jake Puskas|Teja Guda|Sarah Niccoli|Christopher R. Rathbone|Benjamin Tan‐Johnson|David Puskas|Ryan Middleton|Jeffrey S. Otis|Simon J. Lees,Preclinical assessment of the selective androgen receptor modulator <scp>RAD140</scp> to increase muscle mass and bone mineral density,https://doi.org/10.14814/phy2.70463,Physiological Reports
André Lucas Ribeiro|Sydney Thib|Kangping Cui|Sahil Koppikar|Lihi Eder,Association of Contextual Factors With Sonographic Inflammatory and Structural Phenotypes in Patients With Psoriatic Arthritis: A Cross-Sectional Study,https://doi.org/10.3899/jrheum.2025-0145,The Journal of Rheumatology
Terry L. Ng|Peter Greenstreet|Carol Stober|Stuart G. Nicholls|Jennifer Shamess|Natalie Mills|Mohammed Ibrahim|Marie-France Savard|Moira Rushton|Arif Awan|Sandeep Sehdev|John Hilton|Xinni Song|Parvaneh Fallah|Nasser Alqahtani|Daniel Davoudpour|Kelly Daigle|Fiona MacDonald|Lisa Vandermeer|Monica Taljaard|Mark Clemons,REaCT-5G: a randomized trial of bone pain with 5-day-filgrastim vs. pegfilgrastim for neutropenia in breast cancer,https://doi.org/10.1093/jncics/pkaf081,JNCI Cancer Spectrum
Meghan V. McCue|David A. MacLean,Amino acid metabolism in cancer cachexia and chemotherapy myotoxicity,https://doi.org/10.1152/ajpcell.00085.2025,American Journal of Physiology-Cell Physiology
Karolina Czajka|Chris P. Verschoor|Stacey A. Santi|Danielle Brabant-Kirwan|Meredith H. Kusnierczyk|Krishnan Venkataraman|Vasu D. Appanna|Ravi Inder Singh|Sujeenthar Tharmalingam|Deborah Saunders,Signs and symptoms of oral candidiasis associated with health factors and resistant Candida infections in a Northern Ontario patient cohort,https://doi.org/10.3389/froh.2025.1661524,Frontiers in Oral Health
Danielle Ouellette|Del John Houle|Nawal Farhat|James A. G. Crispo|Lisa J.W. Liu|Jacquelyn J. Cragg|Valerie Primeau,Substance Use Stigma Among First Responders and Emergency Department Staff in Northern Ontario,https://doi.org/10.1097/cxa.0000000000000254,The Canadian Journal of Addiction
Hannah Shortreed|Marina Ulanova,The epidemiology of invasive Haemophilus influenzae in Northwestern Ontario from 2021 to 2022,https://doi.org/10.20935/acadmed7485,Academia Medicine
Anh Khoa Vo|James A. G. Crispo|Lisa J. W. Liu|Dylan Thibault|Allison W. Willis|Donald Griesdale|John L. K. Kramer|Jacquelyn J. Cragg,Examining the effects of race/ethnicity and other factors on outcomes of care for complex regional pain syndrome type 1 in the United States,https://doi.org/10.1371/journal.pgph.0004022,PLOS Global Public Health
Md Yeo|Ioannis A. Voutsadakis,"Characteristics, Treatment and Outcomes of Stage I to III Colorectal Cancer in Patients Aged over 80 Years Old",https://doi.org/10.3390/cancers17020247,Cancers
Jijo Francis|Honey Sebastian|Saley Daniel|Leyon Varghese|Sareena Gilvaz|Ragitha Thenkattil Sankarankutty|Stephen A. George|Pulikkottil Raphael Varghese|Suresh Kumar Raveendran,Association of The <i>MCP-1</i> rs1024611 Polymorphism with Polycystic Ovary Syndrome in A Population of Indian Women: A Case-Control Study.,https://doi.org/10.22074/ijfs.2024.1974120.1406,PubMed
Jonathan Hammond|Zacharie Gagne|Bojana Mitrovic|Stefano M. Priola,Pituitary Spindle Cell Oncocytoma: More than a Grade 1 Tumor?,https://doi.org/10.3390/neurolint17020016,Neurology International
Luck Lukusa|Marina Gabriela Birck|Cristiano Soares de Moura|Autumn Neville|Petros Zezos|Neeraj Narula|Laura E. Targownik|Christopher Ma|Eve Purdy|Waqqas Afif|Harminder Singh|B Oketola|Sasha Bernatsky,P1129 Comparison of discontinuation/switching between adalimumab biosimilar and originator in Inflammatory Bowel Disease patients: Preliminary data from CAN-AIM,https://doi.org/10.1093/ecco-jcc/jjae190.1303,Journal of Crohn s and Colitis
Shayenthiran Sreetharan|Stephanie Puukila|Christine Lalonde|Jake Pirkkanen|Gayle E. Woloschak|Tatjana Paunesku|Antone L. Brooks|Fiona E. McNeill|Christopher Thome|Douglas R. Boreham|Simon J. Lees|Sujeenthar Tharmalingam|T.C. Tai,Comparison of Acute and Protracted Gamma Irradiation Effects During Perinatal Development in Beagle Dogs,https://doi.org/10.1667/rade-24-00080.1,Radiation Research
Diego Pineda|Gabriel Berlingieri Polho|Yumi Ricucci Shinkado|Gustavo Alves Contado|Nathália de Souza Del Rey Crusoé|Vivian Naomi Horita|Joyce Cristina Ferreira de Resende|Jamile Almeida Silva|Guilherme Fialho de Freitas|David Queiroz Borges Muniz|Caio Vinícius Suartz|Leopoldo Alves Ribeiro‐Filho|Paulo M. Hoff|José Maurício Mota,Oral Cyclophosphamide for Patients With Metastatic Castration-Resistant Prostate Cancer in a Scenario of Limited Health Care Resources,https://doi.org/10.1200/go-24-00464,JCO Global Oncology
Sanjana K Dharmakumar|Keyur P. Vora|Huaibi Huo|Ghazal Yoosefian|Hsin‐Jung Yang|Mayil S. Krishnam|Andreas Kumar,Detecting hemorrhagic myocardial infarction with T2 CMR at 3T: initial evidence from a large animal model,https://doi.org/10.1016/j.jocmr.2024.101231,Journal of Cardiovascular Magnetic Resonance
Keyur P. Vora|Huaibi Huo|Andreas Kumar|Rohan Dharmakumar,Wall strain index ratio as a biomarker for hemorrhagic myocardial infarction mechanical complications,https://doi.org/10.1016/j.jocmr.2024.101204,Journal of Cardiovascular Magnetic Resonance
Keyur Vora|Chirag Shah|Khalid Youssef|Damien Sighaka Sighaka|Andreas Kumar|Rohan Dharmakumar,Coronary collaterals provide cardioprotection in hemorrhagic ST-elevation MI,https://doi.org/10.1016/j.jocmr.2024.101296,Journal of Cardiovascular Magnetic Resonance
Keyur P. Vora|Kinjal Bhatt|Rolf P. Kreutz|Andreas Kumar|Subha V. Raman|Rohan Dharmakumar,Diagnosis of hemorrhagic myocardial infarction with post PCI cardiac troponin-i: Implications for CMR-guided therapy for hemorrhagic myocardial infarction,https://doi.org/10.1016/j.jocmr.2024.101265,Journal of Cardiovascular Magnetic Resonance
Shing Fai Chan|Ting Lu|Dhirendra Pratap Singh|Yuheng Huang|Hsin-Jung Yang|Ghazal Yoosefian|Richard Tang|Balaji Tamarappoo|Andrew G. Howarth|Keyur P. Vora|Andreas Kumar|Rohan Dharmakumar,Detecting ongoing acute ischemia prior to troponin elevation with hyper-acute native T1 mapping: From ultrastructural tissue changes to early diagnosis of non-ST-elevation myocardial infarction,https://doi.org/10.1016/j.jocmr.2024.101637,Journal of Cardiovascular Magnetic Resonance
Sevim Mustafa|Joud K Alsaeed|Eman Mohammed Alyaseen|Roba A Alhazmi|Renad A Alhazmi|Meshari A. Alzahrani|Nouran M Almehmadi|Farah Ali|Salman S Salman|Amar Muhsin Marwani|Mariwan Husni|Yahya M. Naguib,Memory-Enhancing and Anxiolytic Effects of the Rose of Jericho on Sleep Deprivation-Related Cognitive and Behavioral Changes,https://doi.org/10.7759/cureus.78327,Cureus
David C. Marsh|Mohammad Karamouzian,SAFER SUPPLY AND THE OPIOID CRISIS IN CANADA,https://doi.org/10.1016/j.drugalcdep.2024.112357,Drug and Alcohol Dependence
Waleed K. Alsarhani|Ahmed Kamel Abdel Aal|Cynthia L Larche|Amandeep Rai|Peter J. Kertes,"Educational background, professional experience, and research productivity of Canada's academic ophthalmology leadership",https://doi.org/10.1016/j.jcjo.2025.01.007,Canadian Journal of Ophthalmology
Brittany Skov|Angela M Ashley|Ishaq Malik|Hannah Storrs|Elaine Toombs|Christopher J. Mushquash,"The Relationship Between Culture and the Modifiable Risk Factors of Dementia Among Indigenous Peoples in Canada, the USA, Australia, and New Zealand: A Scoping Review Protocol",https://doi.org/10.1177/16094069251315394,International Journal of Qualitative Methods
Cheong Lee|A Farahvash|Sinéad M. Smith|Matthew Clark|A Zezos|Rabail Siddiqui|Sacha Dubois|C Rumbolt|John Green|Petros Zezos,A194 PATTERNS OF INFLAMMATORY BOWEL DISEASES IN NORTHWESTERN ONTARIO,https://doi.org/10.1093/jcag/gwae059.194,Journal of the Canadian Association of Gastroenterology
Md Yeo|Ioannis A. Voutsadakis,"Characteristics, Therapeutic Approaches and Outcomes of Patients Older than 80 Years Old with Metastatic Colorectal Cancer Compared with Younger Patients",https://doi.org/10.3390/jcm14041099,Journal of Clinical Medicine
Hillary Maxwell|Sacha Dubois|Dwight Mazmanian|Lana J. Ozen|Carrie Gibbons|Michel Bédard,Mindfulness-based cognitive therapy for depression after traumatic brain injury: responders’ characteristics,https://doi.org/10.1017/s1754470x24000485,The Cognitive Behaviour Therapist
David Bernardo|Nirosha J. Murugan|Ioannis A. Voutsadakis,Pre-Treatment Peripheral Blood Parameters as Prognostic Biomarkers in Cancer Patients Receiving Immune Checkpoint Inhibitors,https://doi.org/10.18502/ijhoscr.v19i1.17819,International Journal of Hematology-Oncology and Stem Cell Research
Taciana Leonel Nunes Tiraboschi|Eduardo Miranda|Caio Vinícius Suartz|C. Gomes|José de Bessa,Reply to Editorial Comment on “Rethinking Low Testosterone in Older Men: Association With Obesity Rather Than Aging”,https://doi.org/10.1016/j.urology.2025.02.010,Urology
Wade Thompson|B K Wong|Atul Sivaswamy|Laura Legere|Douglas S. Lee|Husam Abdel‐Qadir|Dennis T. Ko|Alanna Weisman|Sheldon W. Tobe|Cynthia A. Jackevicius|Shaun G. Goodman|Michael E. Farkouh|Jacob A. Udell,Uptake of novel evidence-based therapies in patients with type 2 diabetes after a cardiovascular event: insights from CANHEART,https://doi.org/10.1016/j.cjco.2025.02.008,CJC Open
Catherine O’Connor|A Labelle|Tyler Pretty|Kayla Katerynuk|Gayle Adams-Carpino,Critical analysis of interprofessional student-led community health promotion workshops,https://doi.org/10.22605/rrh9522,Rural and Remote Health
John F. Thompson|Kristina Pulkki|Sarah M. Giles,The occasional nasal septal hematoma management,https://doi.org/10.4103/cjrm.cjrm_51_23,Canadian Journal of Rural Medicine
Kaylin O'Hara|Nicole Costanzo|Vishaal Bhambhwani,Physician reimbursement for strabismus surgery across provinces and territories in Canada,https://doi.org/10.1016/j.jcjo.2025.02.005,Canadian Journal of Ophthalmology
Nilkanth Chandrakant Patil|Rami M. Abizad|Rajeev Menon|Uday Kiran Anne,Prosthetic Mechanical Mitral Valve Thrombosis Presenting With Severe Native Valve Aortic Regurgitation Successfully Treated With Thrombolysis,https://doi.org/10.1016/j.case.2025.01.005,CASE
Lisa M. Hofer|Jon‐Émile S. Kenny|Chelsea E. Munding|Isabel Kerrebijn|Sarah Atwi|Aarron Younan|Joseph K. Eibl,"Defining the physiological bounds of left ventricular ejection time with a wireless, wearable ultrasound: An analysis of over 137,000 cardiac cycles",https://doi.org/10.1177/20552076251323838,Digital Health
Keykavos Gholami|Roham Deyhimfar|Ehsan Arefian|Matin Sadat Saneei Mousavi|Zahra Fekrirad|Parsa Nikoufar|Seyed Mohammad Kazem Aghamir,Comparative characterization of hydrogels from human amniotic membrane and umbilical cord: biological and physicochemical properties,https://doi.org/10.1080/03008207.2025.2483246,Connective Tissue Research
Jessica Kent|Rishi Ghosh,Quantifying the Association Between Code Status Discussions and Outcomes in Critically Ill Older Adults Admitted to the Intensive Care Unit (ICU): A Retrospective Cohort Study,https://doi.org/10.3390/ecm2020016,Emergency Care and Medicine
Xi Ming Zhu|Omar El Sewify|Cory Tremblay|Éolie Delisle|Shahriar Shahrokhi,681 A Systematic Review of Fat Grafting in the Management of Burn Scars,https://doi.org/10.1093/jbcr/iraf019.310,Journal of Burn Care & Research
Alessia D’Elia|Balpreet Panesar|Nitika Sanger|Laura O’Neill|Tea Rosic|Leonora Regenstreif|Kevin Park|Claire de Oliveira|David C. Marsh|Luciano Minuzzi|Lehana Thabane|Zainab Samaan,Effects of vaping on physical and mental health in at-risk populations (VAPE): mixed-methods study of motivations for and perspectives on vaping in patients with opioid use disorder,https://doi.org/10.1192/bjo.2025.6,BJPsych Open
A.E. Bishop|Olexiy Aseyev,"PP01.25 Exploring the Impact of Socioeconomic and Geographic Factors on Immunotherapy Discontinuation and Success in Northern Ontario: A Retrospective, Single-Center Cohort Study",https://doi.org/10.1016/j.jtho.2025.03.028,Journal of Thoracic Oncology
Daniela A. Ferraro|Bettina Bisig|David C. Rotzinger|Fresia Pareja|Edoardo Missiaglia|Ioannis A. Voutsadakis|Krisztián Homicskó|Antonia Digklia,Case Report: Lasting complete response to pembrolizumab in mismatch repair-deficient cardiac sarcoma: a genomic characterization,https://doi.org/10.3389/fonc.2025.1485386,Frontiers in Oncology
Karen Splinter|Catherine O’Connor|Danika Lavoie,Efficacy and Success of Immediate Postpartum IUD Insertion in a Northern Ontario Tertiary Care Centre,https://doi.org/10.1016/j.jogc.2025.102838,Journal of Obstetrics and Gynaecology Canada
Joseph LeBlanc|Frances Wesley|George Drazenovich|Paul Capon|Jacinta Oyella|Rachel Rainville,Advancing culturally competent medical education: decolonizing approaches to Indigenous health as a human rights imperative,https://doi.org/10.1080/09581596.2025.2489466,Critical Public Health
Nirosha J. Murugan|Emma Genautis|Ioannis A. Voutsadakis,Transient Receptor Potential Channels in Prostate Cancer: Associations with ERG Fusions and Survival,https://doi.org/10.3390/ijms26083639,International Journal of Molecular Sciences
Minghan Shi|Birubi Biman,Heliox in the management of respiratory failure in a Morquio A syndrome patient with trachea narrowing,https://doi.org/10.1016/j.rmcr.2025.102220,Respiratory Medicine Case Reports
Charlotte Lussier|Cynthia L Larche|Julie Vadboncoeur,Successful Treatment of Ocular Post-Transplant Lymphoproliferative Disorder with Obinutuzumab in an 8-Year-Old Boy Following Kidney Transplant: A Case Report,https://doi.org/10.1080/09273948.2025.2495070,Ocular Immunology and Inflammation
Jack Zhang|Rachael Morkem|Akshay Rajaram,Validation of an Algorithm to Classify Urine Cultures in Family Medicine,https://doi.org/10.1055/a-2499-4207,Applied Clinical Informatics
Kristen A. Morin|Natalie Aubin|Daniel Molke|David C. Marsh|Neil St Jean|J. H. Carter|Tara Leary,Perspectives on a transitional housing program for people who use substances who experience homelessness and live with a mental health issue: a pilot study in an urban northern city in Canada,https://doi.org/10.1186/s13011-025-00649-7,Substance Abuse Treatment Prevention and Policy
Majid Tavafi|Kalpdrum Passi|Robert Ohle,Early Risk Prediction in Acute Aortic Syndrome on Clinical Data Using Machine Learning,https://doi.org/10.3390/a18050257,Algorithms
F. Biondi|Julieta Aprosoff|Grace Dowell|Tiegan Taylor|S.J. Yoon|Elza Kertsman|Polyana Mendes|Lisa Wickerson,"Identifying Selected Mental Health, Physical, and Social Determinants of Extended Length of Stay After Elective Cardiac Surgery",https://doi.org/10.1097/jcn.0000000000001217,The Journal of Cardiovascular Nursing
Prosper Mandela Amaltinga Awuni|Nancy Lightfoot|Emily Donato|Marion Maar|Clement Bomweh Zobazie|James Mbinta,An unmet global agenda: COVID-19 vaccine hesitancy among farmers in Northern Ghana,https://doi.org/10.1186/s12982-025-00594-7,Discover Public Health
Michelle Chae Min Lee|Armin Farahvash|Petros Zezos,Response to the Letter to the Editor: “AI-Assisted IBD Severity Classification: A Critical Perspective on Current Evidence and Next Steps”,https://doi.org/10.1093/ibd/izaf096,Inflammatory Bowel Diseases
Maria Klimenko|Ryan Tonkens,Human Genome Editing and Sickle Cell Disease in Canada: Urgent and Unresolved Ethical Considerations,https://doi.org/10.7202/1117873ar,Canadian Journal of Bioethics
Michael O’Callaghan|Monica Casey|Dana Pearl|Olivia Hickey|Anette Fosse|Sigurður E. Sigurðsson|David W. Savage|Katri Vehviläinen‐Julkunen|Kirsi Bykachev|Anndra Parviainen|Holly A. Parker|Joan Condell|Gerard Leavey|Nigel Hart|Pál Weihe|Maria Skaalum Petersen|Liam Glynn,COVID-19 open data: An ecological study and international collaboration examining pandemic trends in Northern Periphery arctic countries,https://doi.org/10.1177/14604582251315588,Health Informatics Journal
Shikha Bansal,Ambulatory total knee arthroplasty in a patient with cold agglutinin disease,https://doi.org/10.1007/s12630-025-02961-z,Canadian Journal of Anesthesia/Journal canadien d anesthésie
Neha Pathak|Sudhir Kumar|Diego Malón|Massimo Di Iorio|Jacqueline Savill|Yael Berner-Wygoda|Meredith Li|Consolacion Molto Valiente|Danielle Cuthbert|Aarushi Gupta|Diana P. Arteaga|Atul Batra|Eitan Amir|Abhenil Mittal,Continuing Cyclin-Dependent Kinase 4/6 Inhibitors Beyond Progression in Advanced Breast Cancer: A Meta-Analysis,https://doi.org/10.3390/cancers17101609,Cancers
Deborah Saunders|Erin Watson,Chronic Complications and Survivorship in Patients with Head and Neck Cancer,https://doi.org/10.1016/j.cden.2025.03.009,Dental Clinics of North America
Laura Harkness|Sabrina Slade|Nusha Ramsoondar|Tracy Wilson|Sarah M. Giles,The Occasional elbow reduction,https://doi.org/10.4103/cjrm.cjrm_68_24,Canadian Journal of Rural Medicine
A. Zayed|Mariwan Husni|Mohammed Mahmoud|Maryam Fakri|Farhat Ullah Khan|Yousif AlMaskati|Zainab Shamlan|Aysha Shujaie|S. K. Al-Ghazal|Yasmeen Abusiyam|Fatima AlMoqahwi|Haitham Jahrami,Prevalence of anxiety symptoms among caregivers of children with ADHD attending pediatric and speech therapy departments,https://doi.org/10.1186/s40359-025-02790-1,BMC Psychology
Megan Kurz|Mark Tatangelo|Kristen A. Morin|Michelle Zanette|Emanuel Krebs|David C. Marsh|Bohdan Nosyk,Identifying opioid agonist treatment prescriber networks from health administrative data: A validation study,https://doi.org/10.1371/journal.pone.0322064,PLoS ONE
Kristen A. Morin|David Labrosse|Shannon Knowlan|Natalie Aubin|David C. Marsh|Tara Leary,"Emergency Department Revisits Among Youth Compared With Adults in Sudbury, Ontario, Canada",https://doi.org/10.1097/pec.0000000000003408,Pediatric Emergency Care
Vamsi Bhogaraju|Yajna Sai Santosh Kompella|Vivek Korukonda|Tharun Reddy Ramigani|Sai Vishal Namineni|Bashier Elkarami|Mohammed Ibrahim|Abedalrhman Alkhateeb,Clustering Multi-Omics Data in Gleason Scores $3+4$ and $4+3$ Reveals 3 Patterns,https://doi.org/10.1109/ictcs65341.2025.10989316,
Zunaira Mehmood|Kuan Liu|Roberta Berard|Wesley Fidler|Janet Pope|Carter Thorne|Andrea Knight|Linda T. Hiraki|Earl D. Silverman|Deborah L. Levy,CHILDHOOD-ONSET SYSTEMIC LUPUS ERYTHEMATOSUS: PREGNANCY AND BIRTH OUTCOMES IN ONTARIO,https://doi.org/10.3899/jrheum.2025-0390.o065,The Journal of Rheumatology
Caio Vinícius Suartz,Response to Mehta et al.,https://doi.org/10.1111/bju.16791,British Journal of Urology
Rezan Ashayeri Ahmadabad|Mohammed Almekhlafi|PN Sylaja|Aviraj Deshmukh|Jesse Dawson|Aleksandra Pikula|Muhammad Shazam Hussain|Yiran Zhang|Negar Asdaghi|Sung‐Il Sohn|Mohammad Wasay|Ashfaq Shuaib|Brian Buck|Mahesh Kate,Recurrent Stroke Prevention Strategies in Patients Receiving Acute Stroke Reperfusion Therapies (CoPrime Study Survey),https://doi.org/10.1159/000546654,Cerebrovascular Diseases Extra
Ali Hage|Rami M. Abazid|Fadi Hage|Shevan Bladia|Linrui Guo|Nikolaos Tzemos,Surgical Intervention for Isolated Tricuspid Valve Endocarditis—Refining Patients' Selection,https://doi.org/10.1055/s-0045-1808059,Avicenna Journal of Medicine
Kasunka Kankanam Gamage|Shania Liu|Kellia Chiu|Jenny Wang|Abhimanyu Sud,From Enthusiasm to Concern and From Top-Down to Bottom-Up: A Critical Qualitative Analysis of Constructions of the French Model of Opioid Use Disorder Care in the Scientific Literature,https://doi.org/10.1177/00914509251346144,Contemporary Drug Problems
Brian M. Ross,Leveraging psychedelic neuroscience to boost human creativity using artificial intelligence,https://doi.org/10.3389/frai.2025.1589086,Frontiers in Artificial Intelligence
Hannah Shortreed|Megan Clark|Husam Abdel‐Qadir|Rabail Siddiqui|Olexiy Aseyev,Evaluating the Necessity and Impact of Cardiac Imaging on Breast Cancer Care in Northwestern Ontario,https://doi.org/10.3390/cancers17121909,Cancers
Edouard I. Azzam|Candice Didychuk|Douglas R. Boreham|Marilyne Stuart,Remembering Dr. Ronald E.J. Mitchel,https://doi.org/10.1080/09553002.2025.2516478,International Journal of Radiation Biology
Cory Tremblay|Mehdi Azad|Sanjay Azad,Evaluating the Efficacy of Skin Cancer Referrals – Insights from Northern Ontario,https://doi.org/10.4103/jssrp.jssrp_21_24,Journal of Surgical Specialties and Rural Practice
Kamila Premji|Richard H. Glazier|Michael Green|Shahriar Khan|Maria Mathews|Steve Nastos|Eliot Frymire|Susan Schultz|Bridget Ryan,Collision de tendances,https://doi.org/10.46747/cfp.7106e114,Canadian Family Physician
Akiko Hashimoto|Jianshi Yu|Christina Williams|Karin Gaudenz|Parisa Varshosaz|Ruonan Zhao|Nageswara Pilli|Tian Liu|Jonathon Russell|Rebecca S Tooze|Stephen R.F. Twigg|Siddharth Banka|Elizabeth Sweeney|Simon J. McGowan|Samantha J L Knight|Jenny C Taylor|Tawfiq Froukh|Irene Valenzuela|Núria Martínez‐Gil|Mar Costa‐Roger|Teresa Villarreal‐Molina|Érika Fernanda Tangerino Hernandez|Rami Abou Jamra|Felix Gattermann|Margarete Koch‐Hogrebe|Dagmar Wieczorek|Paul A. Trainor|Alexander R. Moise|Andrew O.M. Wilkie|Maureen A. Kane,"Identification and characterization of short-chain dehydrogenase/reductase 3 (DHRS3) deficiency, a retinoic acid embryopathy of humans",https://doi.org/10.1016/j.gimo.2025.103427,Genetics in Medicine Open
Rubiya Mohammed|Vira Grynko|J Radó|A. Alexandrov|Aaron Hodgson|Hryhorii Chumak|M. A. Popov|Viktoriia Batarchuk|Alla Reznik|Yurii Shepelytskyi|Mitchell S. Albert,"Effect of High Zn Concentration on the Structural, Electrical, and Magnetic Properties of Zn-Doped Yttrium Iron Garnet Nanoparticles",https://doi.org/10.1021/acsomega.5c02255,ACS Omega
Dylan De Bellis|James McEvoy|Christopher A. G. Kalnins|Stephanie Puukila|Antony M. Hooker|Douglas R. Boreham|Dani‐Louise Dixon,Immunological and Respiratory Effects in a Healthy Rodent Model after Inhalation of Low and Regulated Levels of Radon,https://doi.org/10.1667/rade-24-00253.1,Radiation Research
D. Jérôme|David W. Savage|Matthew Pietrosanu,The Use of the Shock Index to Classify Patients During Mass-Casualty Incident Triage,https://doi.org/10.1017/s1049023x25101209,Prehospital and Disaster Medicine
Sophia Myles|Chandelle Mensour|Kerri Z. Delaney|Erin Cameron,Applying quality and equity lenses to advance social accountability in medical education,https://doi.org/10.62694/efh.2025.294,Education for Health
Louis Bessette|Pauline Boulos|R. Arendse|Proton Rahman|Sam Aseer|T. Ruban|Meagan Rachich|F. Nantel|Adriana Calce|Odalis Asin-Milan|Derek Haaland,Impact of Adherence to Golimumab on Disease Flares in Rheumatoid Arthritis: Results from a Canadian Observational Study,https://doi.org/10.2147/ppa.s516794,Patient Preference and Adherence
Aghna Wasim|Ali Abud|Yihan Wang|Ehsan Tavakoli|Athena Moreno-Gris|Samar Joshi|Arthur Wang|Angela Neasadurai|Nicola Shaw,Challenges and Facilitators for Physicians and Medical Schools to Promote Social Accountability in Rural Communities: A Scoping Review and Thematic Analysis,https://doi.org/10.1177/23821205251348015,Journal of Medical Education and Curricular Development
Eliseo Orrantia|Theresa J. B. Kline|Lindsay Nutbrown|Erin K. Cameron|Margaret Cousins,A rural practice affinity model: recognizing the role of emergency medicine competency,https://doi.org/10.22605/rrh9355,Rural and Remote Health
Magda Kalff-Duschenes|Kate Alison Hodgson|Emily Groot|Geoff Bardwell,Exploring Factors that Impact Provider Experience while Caring for Pregnant People Who Use Substances in Ontario: A Qualitative Descriptive Phenomenology,https://doi.org/10.1097/cxa.0000000000000241,The Canadian Journal of Addiction
Zunaira Mehmood|Kuan Liu|Roberta Berard|Wesley Fidler|Janet Pope|Carter Thorne|Andrea Knight|Linda T. Hiraki|Earl D. Silverman|Deborah L. Levy,Childhood-Onset Systemic Lupus Erythematosus: Pregnancy and Birth Outcomes in Ontario,https://doi.org/10.3899/jrheum.2025-0314.workshop2g_01,The Journal of Rheumatology
Shilpa Jyothi Kumar|Valerie Bishop|Daryl Bainbridge|Frances Kilbertus|Katherine Kortes-Miller|Samantha Winemaker|Hsien Seow,Primary Care Providers’ Perceptions of the CAPACITI Palliative Care Education Trial: A Qualitative Study of Experiences With Self-Directed and Facilitated Modalities,https://doi.org/10.1177/08258597251351432,Journal of Palliative Care
Helen O’Grady|Caroline Fenlon|Tyler Pretty|Ioannis A. Voutsadakis,Mismatch repair (MMR) assay uptake and use in early colorectal cancer patients with MMR-deficient and MMR-proficient tumors,https://doi.org/10.1177/10815589251358813,Journal of Investigative Medicine
Lily Xu|Annie Langley|Alice Gwyn|M. Boyle|Yoko Schreiber,Cutaneous lesions and early presentation of disseminated blastomycosis: A case report,https://doi.org/10.1177/2050313x251350366,SAGE Open Medical Case Reports
Zacharie Gagné|Emma Mensour|M.L. Mejía|Amr Elnayal|Yasmine Sallam,Candida infection of zygomatic implants/fillers in an HIV-positive patient: A case report,https://doi.org/10.5348/101488z01zg2025cr,International Journal of Case Reports and Images
Maxwell Kennel|Kerri Z. Delaney|Jennifer Dumond|Jessica Jurgutis|Alex Anawati|Joseph LeBlanc|David C. Marsh|Erin Cameron,Characterising socially accountable research: a scoping review protocol paper,https://doi.org/10.1136/bmjopen-2024-093101,BMJ Open
Kathy Tong|Terry Ng|Chau Tran|Alyssa Grant|Arif Awan|Mark Clemons|Daniel Davoudoir|Rakesh Goel|Peter Greenstreet|John Hilton|Mohammed Ibrahim|Natalie Mills|Stuart G. Nicholls|Moira Rushton|Marie-France Savard|Sandeep Sehdev|Jennifer Shamess|Xinni Song|Carol Stober|Monica Taljaard|Lisa Vandermeer|Kednapa Thavorn,EE476 Cost-Effectiveness of Pegfilgrastim Versus 5-day Filgrastim in Early Breast Cancer Patients Undergoing Neoadjuvant and Adjuvant Chemotherapy: A Trial-Based Economic Evaluation,https://doi.org/10.1016/j.jval.2025.04.2073,Value in Health
Rachel Roke|Erin Lillie|Nick Daneman|Stephanie Mason|George Tomlinson|Yidi Jiang|Jonah Shiroky|Sudarshani Puran|David E. Smith|Jad Abou Khalil|Ahmed Kayssi|Pablo E. Serrano|Brian Pinchuk|Sameer Apte|Tyler Lamb|Grace Ma|Kelly Vogt|Kenneth Leslie|Dorotea Mutabdzic|David Gómez|Karim S. Ladha|Melanie E. Tsang|Sean Bennett|Sadna Ullah|Jessica Holland|Megan Delisle|Andrew J. Smith|Michael Calderone|Judith Herriott|Ed Voltan|B. Sloan|Hala Muaddi|Dean Fergusson|C. David Mazer|Erin Kennedy|John C. Marshall|Mary-Anne Aarts|Avery B. Nathens|Paul J. Karanicolas,Clinical evaluation of adults undergoing elective surgery utilizing intraoperative incisional wound irrigation (CLEAN Wound): protocol for a randomised controlled trial,https://doi.org/10.1136/bmjopen-2025-104375,BMJ Open
Amber O. Molnar|K. Scott Brimble|Sarah E. Bota|Yuguang Kang|John Paul Harmon|Swapnil Hiremath|Pierre Antoine Brown|Samuel A. Silver|Ayub Akbari,Risk Factors for Suboptimal Dialysis Initiation,https://doi.org/10.34067/kid.0000000895,Kidney360
Elizabeth Arif|Anupama A. Sharan|Warren Mabee,An Analysis of the Compatibility Between Popular Carbon Footprint Calculators and the Canadian National Inventory Report,https://doi.org/10.3390/su17146629,Sustainability
